well,condition,tile,fov_token,n_p,totalVolume,n_p_totalVolume,totalArea,number_of_boundary_edges,fraction_of_boundary_edges_n_p,Mean_dgree,Std_dgree,Skewness_dgree,Kurtosis_dgree,q_25_dgree,q_50_dgree,q_75_dgree,Mean_dsc,Std_dsc,Skewness_dsc,Kurtosis_dsc,q_25_dsc,q_50_dsc,q_75_dsc,Mean_edg,Std_edg,Skewness_edg,Kurtosis_edg,q_25_edg,q_50_edg,q_75_edg,Mean_vlms,Std_vlms,Skewness_vlms,Kurtosis_vlms,q_25_vlms,q_50_vlms,q_75_vlms,Mean_fct,Std_fct,Skewness_fct,Kurtosis_fct,q_25_fct,q_50_fct,q_75_fct
E5,60 nm Binimetinib,0,E5_tile_0_fused_tp_0,52,335186.1347,0.00015514,25077.866,28,0.53846,11.1923,2.997,0.98218,3.2868,9,11,12,40.4561,11.0663,-0.69454,2.9834,31.7333,42.9606,49.6721,31.4485,10.922,0.77046,4.6544,24.3729,30.7877,36.7558,1566.2903,1104.1024,0.91097,4.0232,694.7771,1386.2065,2335.5779,482.2667,270.9937,1.4073,5.3473,283.5203,450.1712,625.8037
E5,60 nm Binimetinib,1,E5_tile_1_fused_tp_0,18,45412.1209,0.00039637,6806.2177,16,0.88889,7.7778,1.9571,1.1435,4.0443,7,7,9,24.994,5.0233,-1.5067,4.7719,24.0663,25.9728,28.2933,25.2292,5.8705,0.077422,2.5699,20.4837,25.2844,29.109,1164.4134,627.992,0.22966,2.2414,703.0222,1108.7034,1633.2066,243.0792,70.1466,0.46749,2.9206,195.5733,228.9698,304.1042
E5,60 nm Binimetinib,2,E5_tile_2_fused_tp_0,13,15370.3179,0.00084579,3429.5496,12,0.92308,7.3846,1.1929,0.74371,2.9049,6.75,7,8,18.0836,4.1143,-0.61653,1.9904,14.1017,19.6088,21.3502,21.2898,4.5833,0.031253,2.7737,17.8249,21.3585,24.341,591.1661,365.7262,0.47356,2.4834,325.8602,537.2051,830.9994,171.4775,50.9827,-0.40445,2.3685,150.4978,182.749,202.5157
E5,60 nm Binimetinib,3,E5_tile_3_fused_tp_0,32,111567.9004,0.00028682,12074.5691,21,0.65625,10.125,2.0121,0.768,4.0122,9,10,11,28.856,7.6788,-0.72717,2.8146,22.9216,31.1577,34.3289,26.5737,7.8496,1.0325,4.3899,20.8465,25.0811,30.6512,996.142,423.4894,0.29047,3.3195,740.8422,1001.0566,1206.6142,317.7518,134.892,1.2,4.5584,216.6206,283.9927,381.5372
E5,60 nm Binimetinib,4,E5_tile_4_fused_tp_0,31,111537.7993,0.00027793,12702.2778,18,0.58065,10.4516,2.1884,0.20201,3.0515,9,10,11,29.0248,9.332,-0.40418,2.1358,23.6565,30.4455,36.8088,27.4838,9.8501,0.85608,4.308,21.9099,26.3527,30.675,961.5328,696.3074,1.3114,4.9571,447.8636,807.5633,1256.3658,396.9462,212.7383,0.22046,1.9923,228.7799,362.1146,555.2458
E5,60 nm Binimetinib,5,E5_tile_5_fused_tp_0,27,116408.4384,0.00023194,12518.749,16,0.59259,9.7778,1.9677,0.038108,2.096,8,10,11,28.331,10.0007,-0.38275,2.1333,23.5482,29.403,36.6118,27.7032,9.4288,0.09597,2.6414,20.7969,27.601,34.4027,1265.3091,1062.033,2.0217,9.5277,558.8545,1023.9274,1718.1262,447.0982,191.6604,0.20919,2.1921,310.9262,451.0402,571.9859
E5,60 nm Binimetinib,6,E5_tile_6_fused_tp_0,20,37805.8371,0.00052902,5952.6422,17,0.85,8.5,2.1151,2.3283,9.0609,7,8,9,22.1456,5.6068,-1.9138,7.0256,20.5926,23.0167,25.9084,23.0152,5.4147,0.90672,3.5648,19.1093,22.1688,25.357,741.2909,385.4942,-0.41969,2.117,507.0606,789.3056,1037.5682,198.4214,86.4555,0.64665,2.8489,141.9238,186.3011,233.6832
E5,60 nm Binimetinib,7,E5_tile_7_fused_tp_0,41,182586.2189,0.00022455,17021.5381,24,0.58537,10.8293,2.1202,0.27434,2.577,10,11,12,33.3488,9.8757,-0.77971,3.0822,25.4665,36.8893,41.2695,28.3581,8.9562,0.75729,4.069,21.9825,27.4753,33.6906,1141.1639,615.0434,0.39956,2.9086,657.1382,1150.5915,1508.3221,386.8531,214.6511,0.68602,3.0279,204.56,375.0558,516.5621
E5,60 nm Binimetinib,8,E5_tile_8_fused_tp_0,32,110092.0384,0.00029067,12193.6701,22,0.6875,9.8125,2.1317,0.93867,4.6186,9,10,10,29.4149,8.7026,-0.4253,2.3989,24.2771,31.4883,34.1159,26.0322,7.0482,0.86657,4.2563,21.4114,25.4313,29.3139,1038.6041,510.487,0.31915,3.1287,662.1013,1068.0654,1370.9746,304.8418,128.3019,0.44996,2.3542,196.622,283.5173,412.2375
E5,60 nm Binimetinib,9,E5_tile_9_fused_tp_0,34,183503.7798,0.00018528,17616.8596,15,0.44118,10.4118,2.1051,-0.20119,2.2621,9,10,12,33.8445,10.5794,-0.15222,2.1635,26.4337,32.8145,40.9608,30.7462,11.0324,1.2494,4.9134,23.5687,29.192,34.6571,1400.7922,796.0294,0.30146,2.3847,694.8087,1435.5796,1990.0713,677.5715,270.7585,1.065,3.3779,462.0467,581.7847,867.6474
E6,60 nm Binimetinib,0,E6_tile_0_fused_tp_0,33,169594.0195,0.00019458,17340.9415,18,0.54545,10.2424,2.4242,0.39372,2.8554,9,10,11.25,36.6729,12.6452,-0.084019,2.3201,28.2329,35.807,47.001,31.6797,11.8644,1.069,4.954,23.7418,29.6291,36.6371,1401.6035,896.3336,1.0312,4.0119,670.8108,1310.7516,1857.7516,541.9044,347.3412,1.3211,5.1195,268.0583,530.3882,654.521
E6,60 nm Binimetinib,1,E6_tile_1_fused_tp_0,26,70908.5471,0.00036667,8887.7514,21,0.80769,9.0769,2.3311,1.7025,6.7691,8,9,10,26.3046,6.4695,-1.403,4.5505,23.2796,28.4815,29.9014,24.7975,6.5143,0.13238,2.6055,19.8665,25.2064,29.3522,958.2236,513.8206,0.56291,4.0969,576.91,958.1505,1224.8662,233.8882,124.7606,0.73196,2.7751,147.7596,200.9201,298.6554
E6,60 nm Binimetinib,2,E6_tile_2_fused_tp_0,31,116647.6445,0.00026576,12302.6795,25,0.80645,9.7419,2.6073,1.8476,6.9543,8,9,10.75,30.2092,8.227,-1.7383,5.4525,27.9816,32.5874,35.415,27.1839,6.7784,-0.053154,3.1384,22.3534,26.9832,31.8022,1190.2821,827.5151,0.79989,3.9676,519.2479,1108.4815,1728.6629,267.4496,115.1808,0.10207,2.895,196.9188,263.1871,338.1626
E6,60 nm Binimetinib,3,E6_tile_3_fused_tp_0,34,235727.8892,0.00014423,20365.9292,19,0.55882,10.3529,2.0872,0.90075,3.356,9,10,11,35.12,11.9247,0.13666,3.5034,27.7951,35.5169,42.5452,33.2413,13.3727,1.4972,5.4069,24.4048,29.9986,38.6365,1870.8563,1183.3887,2.7214,17.4086,1185.0246,1729.1828,2431.042,598.9979,317.6021,1.2711,5.0617,345.0389,562.6631,735.8374
E6,60 nm Binimetinib,4,E6_tile_4_fused_tp_0,30,97797.063,0.00030676,11102.787,21,0.7,10.2,2.0578,0.33037,3.7576,9,10,11,28.5202,7.1844,-0.88657,2.5177,23.5383,31.0821,34.3286,26.4332,7.3474,0.50205,3.2282,21.0845,25.4148,30.9925,931.4006,544.8675,0.71073,4.4563,560.0128,927.4829,1244.397,292.1786,125.9563,0.15894,2.0143,201.7244,285.8769,386.9018
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,21,69474.0569,0.00030227,9066.274,16,0.7619,8.9524,1.7457,0.074244,2.2476,8,9,10,26.0339,8.554,-1.1235,3.2758,22.7046,27.768,32.709,27.6475,7.6619,0.39538,3.4556,21.4403,27.1278,32.7866,1157.9009,584.551,0.16739,2.2707,704.9626,1151.4219,1573.6885,323.7955,152.1959,0.68711,2.639,218.3703,280.9462,418.0149
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,26,61260.1052,0.00042442,8066.2977,21,0.80769,9.0769,2.2614,1.4479,7.1156,8,9,10,25.0313,6.5261,-1.8063,5.8651,25.4531,26.8414,29.328,23.5818,5.8766,-0.011933,2.395,19.637,23.4438,28.1269,827.8393,403.6829,0.065632,3.0564,571.108,870.0614,1037.4566,212.271,82.0042,0.68122,3.2499,147.339,197.8357,250.8243
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,60,279671.275,0.00021454,22978.7986,28,0.46667,11.4667,2.2808,0.41514,2.9361,9.5,11.5,13,36.3489,12.1826,0.20368,3.4916,28.7444,36.5318,42.5965,27.9524,11.8335,2.1918,9.4167,20.8295,25.4401,31.5231,1079.8119,661.0307,2.0026,11.1942,630.4487,999.5148,1343.7327,441.9,314.1897,1.3131,4.2546,227.4672,321.0019,570.5597
E6,60 nm Binimetinib,8,E6_tile_8_fused_tp_0,42,263758.9935,0.00015924,21661.515,24,0.57143,10.5238,2.1891,0.31348,2.9488,9,11,12,38.1632,10.9565,-0.26907,3.2101,31.1728,37.8073,45.6502,30.9928,10.0504,0.9505,6.1736,23.4505,30.3413,37.2767,1669.3607,1113.5492,1.3849,6.2443,863.1691,1427.7176,2206.1537,492.3072,219.5795,0.28475,3.0142,318.1583,509.8783,643.1927
E6,60 nm Binimetinib,9,E6_tile_9_fused_tp_0,18,60475.1612,0.00029764,8540.7086,15,0.83333,8.1111,1.8436,1.1082,2.8617,7,7,10,26.473,8.5424,0.70994,5.3409,23.6099,26.1382,29.8496,28.0562,8.4111,1.6835,6.8527,22.9618,27.4044,30.6061,1406.3991,592.7004,0.29788,3.3335,1011.329,1405.7613,1739.0164,328.4888,149.5948,1.1843,3.3612,229.3067,280.4301,350.4929
E7,60 nm Binimetinib,0,E7_tile_0_fused_tp_0,37,171568.437,0.00021566,15975.8281,24,0.64865,10.1622,2.23,0.4793,2.9291,8.75,10,11.25,33.1995,9.0109,-0.86822,2.8151,26.3374,36.1609,40.0824,28.2799,7.9729,0.73873,3.843,22.5426,27.6833,32.5399,1319.7572,632.1422,0.00037551,2.4141,822.6408,1328.1142,1778.7209,363.087,124.4683,0.26627,2.3536,274.8724,336.5963,445.9431
E7,60 nm Binimetinib,1,E7_tile_1_fused_tp_0,36,114455.5946,0.00031453,14192.1377,23,0.63889,10,2.1647,1.097,6.7085,9,10,11,32.5805,17.0702,1.7921,6.583,23.4678,28.1592,36.2551,28.9393,17.84,2.5247,9.45,19.3466,23.6278,30.2326,923.029,434.9612,1.1075,4.8747,626.6485,860.6517,1171.3973,337.908,193.0478,0.89723,3.368,199.5101,300.7325,465.4478
E7,60 nm Binimetinib,2,E7_tile_2_fused_tp_0,18,46123.5159,0.00039026,6949.9735,17,0.94444,8.1111,2.1113,1.8569,7.492,7,8,9,24.9124,5.3942,-0.8245,3.4359,22.6613,24.406,28.4692,25.8042,6.4156,-0.017037,2.5957,21.3873,24.8757,30.7262,1124.9638,707.2955,0.10358,2.1809,684.4816,1044.06,1638.9006,231.6658,100.8815,0.2545,2.7846,180.8218,227.0435,306.1605
E7,60 nm Binimetinib,3,E7_tile_3_fused_tp_0,21,91943.5298,0.0002284,10971.2906,18,0.85714,8.8571,2.22,2.4879,9.9216,8,8,9,30.1027,7.5181,-1.4369,5.2172,28.7246,31.1832,34.7553,31.1118,8.305,0.36974,2.988,25.0522,30.8034,37.5037,1613.0444,990.7037,0.63314,3.3854,924.2346,1485.5156,2177.4344,342.8528,145.3513,-0.023515,2.1006,241.4654,304.3062,470.0685
E7,60 nm Binimetinib,4,E7_tile_4_fused_tp_0,21,70766.7144,0.00029675,9196.3151,19,0.90476,8.2857,2.3694,2.2156,10.2158,7,8,9,29.7038,5.2199,-1.0877,5.1635,27.3831,29.9508,33.3129,28.5572,9.0286,0.079461,2.4769,23.0135,28.6747,34.7631,1415.3343,1219.9046,1.4024,4.5825,648.8936,1119.9752,1991.2205,270.4799,181.5965,1.6828,5.6556,156.7038,221.8626,311.8868
E7,60 nm Binimetinib,5,E7_tile_5_fused_tp_0,66,331102.4626,0.00019933,24485.7833,37,0.56061,11.5455,2.6843,1.0122,4.018,9,11,13,39.3504,10.9087,-0.7894,2.7513,32.3447,41.9006,48.4737,27.9969,8.6034,0.49707,3.5505,21.7178,27.2711,33.4545,1178.3006,839.6659,1.2327,5.1014,599.4414,1053.9967,1567.2006,349.7969,187.2252,0.78375,2.7777,200.8909,294.8459,477.2133
E7,60 nm Binimetinib,6,E7_tile_6_fused_tp_0,17,65587.0328,0.0002592,8760.1561,15,0.88235,8,1.8028,1.1216,4.7781,7,8,8.25,28.0246,6.4454,-0.79754,3.2055,24.6168,28.9861,32.6864,30.6144,8.6223,0.35742,2.285,23.6792,29.721,37.49,1681.7188,956.2975,0.7568,3.5529,989.0847,1661.4878,2208.663,336.9291,147.7616,1.4047,5.074,239.6085,301.6283,399.9864
E7,60 nm Binimetinib,7,E7_tile_7_fused_tp_0,29,73061.1072,0.00039693,8995.6008,24,0.82759,9.4483,2.5855,1.9782,5.837,8,8,10,26.4746,5.7095,-1.7136,5.6924,25.2573,27.8414,29.836,23.8792,5.7239,0.27351,2.8989,19.9694,23.2916,28.0093,839.7828,454.4663,0.12237,2.3683,496.5344,854.4262,1133.5508,204.4455,62.941,-0.51791,3.8288,165.4602,206.1703,245.4276
E7,60 nm Binimetinib,8,E7_tile_8_fused_tp_0,18,57005.6414,0.00031576,8195.1749,13,0.72222,8.4444,1.6529,0.86448,3.201,7,8,9,25.9096,7.5904,-0.13277,2.6669,22.0147,26.9028,29.9462,28.5348,9.6211,0.66632,4.151,23.4769,27.2826,32.9109,1187.6175,693.8189,0.53381,2.4489,697.6252,1099.5489,1638.9805,372.5079,241.1736,0.7075,2.2089,177.3888,290.4124,527.1115
E7,60 nm Binimetinib,9,E7_tile_9_fused_tp_0,31,69239.5521,0.00044772,8583.2072,28,0.90323,8.9032,3.2899,2.7189,10.8059,7,8,9,26.5116,5.1637,-2.0872,7.8256,25.5257,27.2622,29.5883,22.1308,5.6215,-0.35864,3.0825,18.7572,22.0703,26.0499,844.3848,530.84,-0.057538,1.8671,315.0961,885.8202,1274.322,165.0617,67.0511,0.21717,3.2775,112.2391,169.272,207.2884
E8,60 nm Binimetinib,0,E8_tile_0_fused_tp_0,26,376647.8862,6.903e-05,28089.4601,20,0.76923,8.9231,2.382,0.59987,2.551,7,8,10,50.0803,7.701,-0.7827,2.6216,43.5879,52.657,55.3547,45.6698,17.4441,0.011026,2.2676,31.1845,47.0463,59.3657,5159.5601,4298.5385,2.3537,11.2385,2287.8657,4132.3733,7061.1005,780.2628,486.5021,0.48489,2.1476,385.5967,669.4628,1127.6382
E8,60 nm Binimetinib,1,E8_tile_1_fused_tp_0,21,67116.6981,0.00031289,9024.7028,15,0.71429,9.1429,1.9049,-0.11981,2.972,8,9,10.25,26.9918,7.3915,-0.89691,2.6848,23.6866,28.5213,32.4827,27.9115,8.3403,0.39688,2.9321,21.7618,26.7478,33.0217,1065.3444,560.7023,0.52675,2.8867,621.8944,1068.1004,1321.2389,347.104,157.6571,1.1353,4.653,253.9967,328.3077,413.181
E8,60 nm Binimetinib,2,E8_tile_2_fused_tp_0,15,20610.205,0.00072779,4165.6185,14,0.93333,7.7333,1.4864,1.2839,6.1381,7,8,8,19.5434,4.5603,-1.0505,3.9934,17.8234,18.6073,23.5312,22.1661,5.6825,0.78267,3.138,17.966,20.9565,24.8819,644.0689,363.6314,0.22355,3.2304,506.7681,680.8936,846.3214,173.5674,78.9247,0.055192,2.3004,102.4043,172.9616,222.2911
E8,60 nm Binimetinib,3,E8_tile_3_fused_tp_0,29,106195.0098,0.00027308,12151.5417,19,0.65517,9.931,2.069,0.73378,4.0651,9,10,11,29.8599,8.7303,-0.77224,2.6303,24.7675,33.3575,36.5893,28.4408,9.7474,0.80223,4.0319,22.0083,27.4407,33.3477,1072.6769,606.2836,0.37552,2.2019,575.7096,986.3259,1505.2392,357.3983,208.8603,0.54275,2.0762,157.0389,351.7931,530.9942
E8,60 nm Binimetinib,4,E8_tile_4_fused_tp_0,37,99981.0249,0.00037007,11447.9141,25,0.67568,10.2703,2.2192,1.5396,6.1962,9,10,11,28.2921,7.8441,-0.3518,4.192,23.7711,30.0246,32.4307,24.2066,7.3172,0.80536,4.6842,19.3366,24.1368,28.1113,763.2139,418.0027,0.67679,3.597,421.4592,726.3569,1015.2271,248.8677,120.5842,0.75085,2.6127,144.5501,212.4697,325.7809
E8,60 nm Binimetinib,5,E8_tile_5_fused_tp_0,23,47686.3926,0.00048232,6901.7342,19,0.82609,8.6957,1.9173,1.6321,6.3414,7.25,8,9,23.5611,5.9245,-1.4122,4.2766,21.8544,25.3348,27.1285,22.6594,5.5843,0.10098,2.8891,18.6355,22.0216,26.9047,781.7441,390.4873,0.5915,4.0252,507.9425,811.2143,956.8711,202.9922,87.1462,0.17235,2.349,134.0917,196.3101,263.0159
E8,60 nm Binimetinib,6,E8_tile_6_fused_tp_0,38,202550.2354,0.00018761,18398.5678,19,0.5,10.6316,2.2711,0.53505,2.6096,9,10.5,12,34.5663,10.0945,-0.5103,2.6205,28.8355,35.7791,41.8355,30.0269,11.4342,0.61608,3.3099,22.0944,29.102,35.6975,1368.5827,1161.8674,1.7715,7.5053,525.3415,1041.6603,1886.6064,541.1343,255.5618,0.53943,2.4823,363.844,484.4159,663.1611
E8,60 nm Binimetinib,7,E8_tile_7_fused_tp_0,8,5911.7067,0.0013532,2016.3613,8,1,5.75,1.2817,-1.2511,3.775,5.5,6,6.5,16.5559,2.3659,1.6307,4.5457,15.2278,15.7741,17.0285,22.9238,5.8966,-0.6186,2.4233,18.0546,24.6228,27.2906,591.1707,519.9737,1.5258,4.4496,309.392,399.1188,738.1245,168.0301,43.5053,-0.23775,1.5001,120.7596,181.9309,201.2801
E8,60 nm Binimetinib,8,E8_tile_8_fused_tp_0,23,91605.7857,0.00025108,11209.6108,12,0.52174,9.913,1.9751,-0.057876,2.007,8.25,10,12,28.0798,9.749,0.08665,1.7505,19.0291,30.3012,35.4387,29.6384,12.1865,0.61595,2.9889,22.001,27.415,36.5574,1117.1437,780.1419,0.59109,2.7071,368.6075,1084.5144,1547.482,560.4805,311.1636,0.96025,3.1443,340.9335,489.9769,721.0338
E8,60 nm Binimetinib,9,E8_tile_9_fused_tp_0,23,108329.8886,0.00021231,12788.2068,15,0.65217,9.3913,2.0391,0.43979,2.4539,8,9,10.75,31.2192,10.0947,0.45499,3.719,26.0694,32.1656,36.6486,32.0149,10.6941,1.4183,6.3791,24.702,28.9814,38.2867,1483.9711,566.3084,-0.43674,3.114,1116.738,1517.1568,1913.4979,491.8541,203.669,0.24654,2.3152,337.7954,465.0981,643.3646
F5,200 nm Binimetinib,0,F5_tile_0_fused_tp_0,39,149690.0817,0.00026054,14795.9623,25,0.64103,9.8974,2.3373,1.0772,3.626,8,9,11,31.7099,8.7835,-0.7005,2.8744,24.1193,33.6924,39.2282,25.7806,6.7348,0.59279,3.5669,21.2342,25.2778,29.9603,1134.0158,545.2667,0.2168,2.9664,787.5139,1181.5063,1429.4194,321.6514,135.4863,0.68416,2.7605,216.8474,305.9802,406.7123
F5,200 nm Binimetinib,1,F5_tile_1_fused_tp_0,22,51260.915,0.00042918,7458.6956,16,0.72727,8.8182,1.4683,0.22829,2.7025,8,9,10,23.6611,7.6781,-0.56785,3.0363,18.5,26.2448,28.6636,24.1031,7.1506,0.63184,3.8125,19.8905,23.7829,27.3342,826.789,421.254,0.073456,2.153,422.159,876.3392,1139.5374,266.382,111.0868,0.25706,1.9156,171.3138,249.8475,356.4841
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,29,112969.1447,0.00025671,12299.1021,20,0.68966,9.5862,2.1633,0.84987,3.1353,8,9,11,30.1392,7.0557,-0.70598,2.3091,24.9956,32.7418,35.1031,27.6159,7.4997,0.59846,3.4927,21.3187,27.3152,31.9706,1214.722,534.0685,0.10518,2.7715,864.5849,1223.7452,1581.1756,341.6417,124.6071,1.1394,4.8844,271.2298,330.3628,394.6412
F5,200 nm Binimetinib,3,F5_tile_3_fused_tp_0,29,41334.2673,0.0007016,6256.5923,22,0.75862,9.3103,2.0018,1.113,4.1942,8,9,10,21.501,5.9346,-0.9875,4.4908,18.7305,22.5899,24.7779,19.7259,5.9715,0.92966,5.3603,16.1718,19.2029,22.5155,475.1065,265.8129,0.46262,2.7782,291.6227,442.7712,655.3682,156.4148,58.7696,0.1307,2.6308,119.6619,152.2113,202.3312
F5,200 nm Binimetinib,4,F5_tile_4_fused_tp_0,38,195370.4952,0.0001945,17503.5183,22,0.57895,10.7368,2.4014,0.70638,2.914,9,10,12,33.1029,10.301,-0.84055,3.1964,26.8016,36.0313,41.5154,29.2062,8.9088,0.78923,4.0615,22.9068,28.0498,34.4064,1329.051,680.7224,0.86562,4.7244,857.8734,1302.2462,1721.5894,437.588,227.9327,1.0734,4.0716,281.4256,407.0548,536.588
F5,200 nm Binimetinib,5,F5_tile_5_fused_tp_0,12,28168.3866,0.00042601,5277.3067,11,0.91667,7,1.0445,0.5,2,6,7,8,22.705,6.899,-0.86764,3.3627,18.7649,24.4119,26.4159,27.7417,7.0865,0.55597,3.2611,22.6122,26.6607,30.5187,1280.3812,627.042,-0.25023,2.559,897.675,1343.4247,1808.957,293.1837,83.1664,-0.1874,1.98,230.7553,291.2809,369.8015
F5,200 nm Binimetinib,6,F5_tile_6_fused_tp_0,14,22273.9244,0.00062854,4308.9715,14,1,7.2857,2.0913,0.28747,2.0979,6,7,9,21.0915,3.1759,0.74423,2.0932,18.4649,20.0576,22.7315,23.8827,6.9944,0.019044,2.1501,18.9946,22.7934,30.7879,856.6894,753.043,1.5113,4.7884,281.1365,659.4067,1154.7365,179.5405,91.1654,0.64001,3.4568,109.6392,179.2033,216.91
F5,200 nm Binimetinib,7,F5_tile_7_fused_tp_0,26,86750.5974,0.00029971,10151.2353,19,0.73077,9.2308,1.8613,0.68136,2.3179,8,9,11,26.8741,7.5691,-0.79676,3.0421,24.1117,28.6692,32.1397,25.83,6.8571,0.33187,3.8309,21.2778,25.7818,29.4102,1112.1871,582.9633,0.32109,2.4537,683.8905,1067.3522,1485.7174,298.5657,133.6602,0.30115,2.9259,214.1264,286.4273,384.332
F5,200 nm Binimetinib,8,F5_tile_8_fused_tp_0,7,8987.1211,0.00077889,2625.7605,7,1,5.1429,0.69007,-0.13416,2.39,5,5,5.75,18.7232,4.0864,0.86559,2.03,16.0779,16.9988,22.1249,26.9187,7.3277,-0.24297,2.1639,22.334,27.4127,31.8379,1283.8744,924.3653,0.80301,2.5096,684.6223,864.2451,1793.7488,262.576,108.7703,0.54266,2.4997,194.1308,245.9647,303.0668
F5,200 nm Binimetinib,9,F5_tile_9_fused_tp_0,20,64805.9868,0.00030861,8711.4918,16,0.8,8.7,1.8666,1.5951,8.1536,8,9,9,26.9082,7.1955,-0.14007,7.3265,25.008,27.3525,28.9262,28.1523,9.1096,0.99944,4.4862,22.2427,27.3649,31.7686,1200.1109,868.1569,0.7206,3.3388,475.7264,1181.1371,1859.4496,311.1247,127.8611,-0.0061406,1.8813,211.6543,295.2299,411.212
F6,200 nm Binimetinib,0,F6_tile_0_fused_tp_0,38,182574.7367,0.00020813,16804.4296,20,0.52632,11.0526,2.1679,0.028327,3.8917,9,11,12,32.6186,9.5642,-0.66478,2.7662,26.343,35.3233,40.1427,29.1365,9.3101,1.0775,4.388,22.6697,27.8184,32.9768,1177.9015,596.6023,0.65919,3.8284,767.1534,1179.3074,1512.1291,466.7897,216.123,0.72335,3.9676,357.4726,445.1436,584.0933
F6,200 nm Binimetinib,1,F6_tile_1_fused_tp_0,38,140420.842,0.00027062,14140.6528,25,0.65789,10.4737,2.5757,0.74231,2.9918,8,10,12,31.4939,8.3905,-0.84956,3.3368,25.2164,34.3293,36.4044,26.721,7.9722,0.73784,4.1312,21.693,26.4378,30.2508,1010.2219,602.7414,0.59832,3.1678,576.4469,977.5711,1361.8578,307.4055,172.7996,1.0316,3.9002,182.7641,273.8,380.5251
F6,200 nm Binimetinib,2,F6_tile_2_fused_tp_0,53,214814.3837,0.00024672,18494.6068,27,0.50943,11.1321,2.0758,0.64265,4.215,10,11,12,33.8448,8.9271,-0.62923,2.8123,27.2562,34.0944,40.9556,26.062,7.7778,0.93333,3.9704,20.8144,24.8543,29.1738,985.3871,439.3829,0.25958,3.0134,685.7874,966.2335,1295.4226,369.8921,196.0114,0.37532,2.3572,182.6857,355.6708,511.8469
F6,200 nm Binimetinib,3,F6_tile_3_fused_tp_0,40,197106.5223,0.00020294,17782.7998,21,0.525,11.1,1.9454,0.70426,3.4578,10,11,12,32.8638,10.0951,-0.25247,2.1168,25.4205,32.666,41.5231,28.7353,9.2947,0.7524,3.0671,21.5635,27.2476,34.2927,1201.869,662.7008,1.0338,4.2643,752.5077,1022.6843,1551.7681,467.9684,249.7152,0.47905,2.468,279.9897,437.6578,604.7286
F6,200 nm Binimetinib,4,F6_tile_4_fused_tp_0,48,334970.5101,0.0001433,29709.6363,20,0.41667,11.5417,2.1924,0.14539,2.2983,10,11.5,13,43.6529,22.9977,1.0954,3.1454,29.1245,37.5693,47.9773,38.3358,25.6596,2.169,8.8297,22.9529,29.9752,42.8901,1580.0496,1531.1501,4.5854,33.9632,740.9268,1323.3226,1939.3531,825.2677,808.703,1.5025,4.2082,289.1708,519.0619,970.1116
F6,200 nm Binimetinib,5,F6_tile_5_fused_tp_0,24,79888.2262,0.00030042,9943.5326,17,0.70833,9.0833,2.0412,0.98187,3.9965,8,8.5,10.5,27.723,7.2158,-0.50258,2.6849,22.3907,29.5804,31.5068,27.0615,7.2248,0.24425,3.2741,21.4211,27.3683,32.2512,1125.1863,581.4198,0.65904,3.7208,682.4966,1095.4193,1423.123,331.4511,120.7257,-0.080886,1.8222,238.0002,344.458,430.9634
F6,200 nm Binimetinib,6,F6_tile_6_fused_tp_0,32,63102.9487,0.00050711,8537.9734,24,0.75,9.3125,2.2638,0.72338,2.9064,8,9,10.5,25.4627,7.034,-0.89874,3.4625,22.0458,26.992,30.0011,21.925,6.1178,0.70453,3.5962,17.221,21.5646,25.2694,657.3224,308.8707,0.20257,2.9912,450.0843,654.8303,849.0367,194.0448,83.6697,0.80676,3.3644,123.9924,178.1167,241.0182
F6,200 nm Binimetinib,7,F6_tile_7_fused_tp_0,25,43261.2951,0.00057788,6856.3369,15,0.6,9.84,1.7954,1.0379,4.0625,9,9,11,22.531,6.3473,-0.12562,1.987,18.1055,23.0728,28.6126,22.9884,7.679,1.0059,5.3612,18.2971,21.7741,26.989,503.0383,257.5846,0.67459,3.3261,285.0951,462.2787,677.9782,263.7053,143.045,0.74512,2.587,172.0319,221.9929,334.5161
F6,200 nm Binimetinib,8,F6_tile_8_fused_tp_0,27,119436.9503,0.00022606,13929.3903,18,0.66667,9.4815,1.6955,0.94914,3.6554,8,9,10,32.4741,12.7648,0.98231,3.6106,24.0199,30.7302,36.1078,31.6462,14.0607,1.552,5.268,22.8548,27.3948,36.0233,1388.8017,705.6512,0.40543,3.8927,1040.5744,1341.9592,1755.2963,435.2934,297.0848,2.4403,10.3136,250.7235,360.1354,519.7599
F6,200 nm Binimetinib,9,F6_tile_9_fused_tp_0,15,29880.8178,0.00050199,5245.4243,14,0.93333,8,1.4639,0.42426,2.3,7,8,9,22.6389,4.2944,-0.82199,3.0217,19.9717,23.3768,26.0141,25.7579,7.1349,0.5177,3.7938,21.7939,25.1063,28.3714,878.8476,650.146,0.74986,2.9286,363.2576,673.3793,1280.8017,218.5593,96.1069,0.59417,2.5333,127.6574,210.069,274.4214
